search URL:,https://patents.google.com/?q=AR&country=KR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-20140037105-A,"비-천연 아미노산 연결된 돌라스타틴 유도체를 함유하는 조성물, 이를 수반하는 방법, 및 용도 ","암브룩스, 인코포레이티드","젠웨이 미아오, 카일 씨. 앳킨슨, 산드라 비록크, 티모시 부쓰, 멜리사 닐, 바딤 크라이노브, 로빈 마스덴, 제이슨 핑크스태프, 릴리안 스키드모어, 잉 순, 아그니즈카 지드릭, 데 발렌타 델리아 라니나 로페즈",2011-05-27,2012-05-24,2014-03-26,,https://patents.google.com/patent/KR20140037105A/ko,https://patentimages.storage.googleapis.com/d8/db/f8/95930401c3b3f8/pct00147.png
KR-20050033443-A,포토레지스트 하층막 형성 재료 및 패턴 형성 방법 ,신에쓰 가가꾸 고교 가부시끼가이샤,"준 하따께야마, 사또시 와따나베",2003-10-03,2004-10-01,2005-04-12,,https://patents.google.com/patent/KR20050033443A/ko,
KR-20060036087-A,백색계 유기 전기발광 소자 ,이데미쓰 고산 가부시키가이샤,"마사히데 마츠우라, 히로시 야마모토, 치시오 호소카와, 겐이치 후쿠오카",2003-07-11,2004-06-24,2006-04-27,,https://patents.google.com/patent/KR20060036087A/ko,https://patentimages.storage.googleapis.com/34/eb/ed/c551d95554c66e/112006001720369-PCT00065.png
KR-100798166-B1,반도체장치 및 그 제조방법 ,가부시키가이샤 히타치세이사쿠쇼,"노지리카즈오, 아오키히데오, 오시마타카유키, 유노가미타카시, 코바야시노부요시, 홋타쇼지, 후카다신이치",1999-06-04,2000-06-02,2008-01-24,2008-01-24,https://patents.google.com/patent/KR100798166B1/ko,https://patentimages.storage.googleapis.com/f2/66/28/7bfa73febaafee/112000011284594-pat00001.png
KR-100730256-B1,"Discharge electrode, discharge lamp and method for manufacturing the discharge electrode ",가부시끼가이샤 도시바,"사까이다다시, 사꾸마나오시, 스즈끼마리꼬, 오노도미오, 요시다히로아끼",2003-07-28,2004-07-27,2007-06-20,2007-06-20,https://patents.google.com/patent/KR100730256B1/en,https://patentimages.storage.googleapis.com/2e/97/99/26828d558addb6/112004033325587-pat00001.png
KR-101971385-B1,Compounds and uses thereof for the modulation of hemoglobin ,"글로벌 블러드 테라퓨틱스, 인크.","브라이언 더블유. 멧칼프, 치현 추앙",2013-03-15,2014-03-10,2019-04-22,2019-04-22,https://patents.google.com/patent/KR101971385B1/en,
KR-100191391-B1,Area limiting excavation control system for construction machines ,"세구치 류이치, 히다치 겡키 가부시키 가이샤","다까시 나까가와, 히로시 와따나베, 마사까즈 하가, 가즈오 후지시마, 에이지 에가와",1995-08-11,1996-08-08,1999-06-15,1999-06-15,https://patents.google.com/patent/KR100191391B1/en,https://patentimages.storage.googleapis.com/dd/96/e6/2cee0bf8e4cb7b/kpo00042.png
KR-100378414-B1,"Magnetoresistance effect element and manufacturing method thereof, and magnetic storage device using the same ",닛뽕덴끼 가부시끼가이샤,"하야시가즈히꼬, 오하시게이시, 이시와따노부유끼, 나까다마사후미, 후까미에이조, 나가하라기요까즈, 혼조히로아끼, 사이또신사꾸",1999-05-31,2000-05-31,2003-03-29,2003-03-29,https://patents.google.com/patent/KR100378414B1/en,
KR-100444332-B1,적외선 흡수필터 ,도요 보세키 가부시키가이샤,"오노미치신야, 시모무라데쯔오, 요코야마세이이치로",1999-12-20,2000-12-18,2004-08-16,2004-08-16,https://patents.google.com/patent/KR100444332B1/ko,
KR-20030038431-A,"전기 광학 장치, 막상 부재, 적층막, 저굴절율막, 다층적층막, 전자 기기 ",세이코 엡슨 가부시키가이샤,미야자와다카시,2001-11-06,2002-11-05,2003-05-16,,https://patents.google.com/patent/KR20030038431A/ko,
KR-20140015280-A,"반도체 잉크, 피막, 코팅된 기재 및 제조방법 ",이 아이 듀폰 디 네모아 앤드 캄파니,"얀얀 카오, 존 더블유. 캐트론 제이알., 린다 카예 존슨, 메이준 루, 다니엘라 로디카 라두, 조나단 브이. 캐스퍼, 이리나 말라요비치, 에이치. 데이빗 로젠펠드",2010-11-22,2011-11-20,2014-02-06,,https://patents.google.com/patent/KR20140015280A/ko,https://patentimages.storage.googleapis.com/cf/71/35/44310bd560de83/pct00007.png
KR-100897469-B1,티에노피리미딘디온 및 그의 자가면역 질환의 조절에있어서의 용도 ,아스트라제네카 아베,"시몬 데이비드 게일, 루크사나 타스님 라술, 라셸 휼웬 레이놀즈, 안토니 하워드 인겔, 마틴 에드워드 쿠퍼",2001-07-28,2002-07-24,2009-05-14,2009-05-14,https://patents.google.com/patent/KR100897469B1/ko,
KR-20110074908-A,Ｍｅｋ의 헤테로시클릭 억제제 및 그의 사용 방법 ,"아스트라제네카 아베, 어레이 바이오파마 인크.","존 레너드, 조세프 피. 리시카토스, 앨리슨 엘. 말로우, 레베카 제인 부스, 짐 블레이크, 서정법, 리차드 앤소니 스토레이, 양홍운, 엘리 월러스, 존 데이비드 피탐, 마크 리차드 필딩",2005-05-18,2006-05-17,2011-07-04,,https://patents.google.com/patent/KR20110074908A/ko,https://patentimages.storage.googleapis.com/42/cf/a9/76474643b9210b/pat00204.png
KR-20020060190-A,Cyclic amine compounds as ccr5 antagonists ,다케다 야쿠힌 고교 가부시키가이샤,"신이찌 이마무라, 쇼헤이 하시구찌, 다에꼬 핫또리, 오사무 니시무라, 나오유끼 간자끼, 마사노리 바바, 요시히로 스기하라",1999-10-01,2000-09-29,2002-07-16,,https://patents.google.com/patent/KR20020060190A/en,
KR-101770844-B1,Biodegradable polyethylene glycol based water-insoluble hydrogels ,아센디스 파마 에이에스,"하랄트 라우, 울리히 헤르셀, 마티아스 크루쉬, 더크 페터, 토비아스 포크트",2009-07-31,2010-07-30,2017-08-23,2017-08-23,https://patents.google.com/patent/KR101770844B1/en,https://patentimages.storage.googleapis.com/6d/d6/16/09867054c8f19b/112012016330606-pct00103.png
KR-0164852-B1,신규의 에틸렌 알파-올레핀 중합체 치환된 모노-및 디카복실산 분산제 첨가제 ,"존 제이. 마혼, 엑손 케미칼 패턴츠 인코포레이티드","률 송 원, 로씨 앨버드, 윌리암 터너 하워드, 쥬니어 하워드 키티스 웰보른, 딘 런드버그 로버트, 구티에레츠 안토니오, 아서 클레이스트 로버트",1988-08-01,1991-01-31,1999-01-15,1999-01-15,https://patents.google.com/patent/KR0164852B1/ko,
KR-100571588-B1,Inhibition of raf kinase using substituted heterocyclic ureas ,바이엘 코포레이션,"쟈끄 뒤마, 조엘 레닉, 아니코 레드먼, 티모씨 브루노 로윈저, 웬디 리, 베른트 리들, 로저 에이. 스미쓰, 윌리암 제이. 스코트, 로버트 시블리, 질 이. 우드, 제프리 존슨, 우다이 카이어, 홀거 폴센, 홀리아 하토움-모크다드",1997-12-22,1998-12-22,2006-04-17,2006-04-17,https://patents.google.com/patent/KR100571588B1/en,
KR-900002705-B1,High temp and alkaliresistant refractory fiber for reinforcing cementitous products and those reinforced products ,"로버트 에이.보오드만, 맨빌 서어비스 코오퍼레이션","그레이돈 에크다알 웬델, 랜잔 쇼우드후리 애시트, 클라이드 밀러 윌리암",1983-04-22,1984-06-20,1990-04-23,1990-04-23,https://patents.google.com/patent/KR900002705B1/en,https://patentimages.storage.googleapis.com/d5/53/e6/d1004e75a2c8cc/kpo00009.png
KR-100219979-B1,Production of liquid crystal display substrate ,"가나이 쓰도무, 가부시끼가이샤 히다치 세이사꾸쇼","야마모토히데아키, 나카타니미츠오, 마츠마루하루오, 니와스스무",1993-11-08,1994-11-04,1999-09-01,1999-09-01,https://patents.google.com/patent/KR100219979B1/en,
KR-20130093327-A,Organic light-emitting device having improved efficiency characterisitics and organic light-emitting display apparatus including the same ,삼성디스플레이 주식회사,"조환희, 이문재, 서지현, 곽재현, 박영호, 추창웅, 이관희",2012-02-14,2012-02-14,2013-08-22,,https://patents.google.com/patent/KR20130093327A/en,https://patentimages.storage.googleapis.com/84/f9/f2/920f15c1ea7be8/pat00066.png
KR-20030030027-A,Imidazole Derivatives As Raf Kinase Inhibiotrs ,스미스클라인비이참피이엘시이,"데이빗 케니스 딘, 앤드류 케니스 태클, 데이빗 매튜 윌슨",2000-09-21,2001-09-19,2003-04-16,,https://patents.google.com/patent/KR20030030027A/en,
KR-100516136-B1,액정표시장치 ,"히다찌디바이스엔지니어링 가부시기가이샤, 가부시끼가이샤 히다치 세이사꾸쇼","요시오미 요시이, 마사히코 스즈키, 켕이찌 이와모토, 쯔토무 이소노, 유지 야마카와",1997-04-04,1998-02-28,2005-12-07,2005-12-07,https://patents.google.com/patent/KR100516136B1/ko,
KR-100254167-B1,Method for preparing taxane derivatives ,"자끄 사비나, 로오느-푸우랜크 로레르 소시에테 아노님","엘리푸끄, 장-마누에마",1992-02-07,1993-02-04,2000-05-01,2000-05-01,https://patents.google.com/patent/KR100254167B1/en,
KR-20040089606-A,선택적 안드로겐 수용체 조절자를 이용한 양성 전립선과형성증의 치료 방법 ,"지티엑스, 인코포레이티드","스테이너미첼에스., 베버카카렌에이., 밀러듀앤디., 돌턴제임스티., 충기원, 가오웬핑",2002-02-07,2003-02-06,2004-10-21,,https://patents.google.com/patent/KR20040089606A/ko,
KR-20100105890-A,살균제 아미드 ,이 아이 듀폰 디 네모아 앤드 캄파니,"로버트 제임스 파스테리스, 마리 앤 하나간",2008-01-25,2009-01-22,2010-09-30,,https://patents.google.com/patent/KR20100105890A/ko,
KR-20030023562-A,"Patterning method, film-forming method, patterning device, method of producing organic electroluminescence element, method of producing color filter, electro-optical device and method of producing the same, electronic device and method of producing the same, and electronic equipment ",세이코 엡슨 가부시키가이샤,미야자와다카시,2001-09-14,2002-09-13,2003-03-19,,https://patents.google.com/patent/KR20030023562A/en,
KR-20060045675-A,디지털 미디어 데이터의 전송 포맷 맵핑 방법 ,마이크로소프트 코포레이션,"크리스 메서, 나빈 섬푸디, 서드히어 시리바라, 서지 시미르노브, 제임스 디 존스톤, 웨이-제 첸",2004-04-14,2005-04-13,2006-05-17,,https://patents.google.com/patent/KR20060045675A/ko,https://patentimages.storage.googleapis.com/c0/d0/83/d85c9a2a12592c/112005019242186-PAT00009.png
KR-19990046320-A,불포화된옥심에테르및살진균제와살충제로서그들의용도 ,"마크 에스. 아들러, 롬 앤드 하스 캄파니","장 리신, 리 종쳉, 리 지니안, 장 홍, 리우 장링, 리 빈, 스티븐하워드 샤버",1998-02-10,1999-02-10,1999-07-05,,https://patents.google.com/patent/KR19990046320A/ko,
KR-20100120298-A,Carbon nano-tube manufacturing method and carbon nano-tube manufacturing apparatus ,히다치 가세고교 가부시끼가이샤,"김동영, 수구루 노다, 히사시 수기메, 유키오 야마구치, 토시오 오사와, 카즈노리 카케히, 케이 하세가와",2008-03-07,2009-03-06,2010-11-15,,https://patents.google.com/patent/KR20100120298A/en,
KR-20120110048-A,"Biphenyl derivative, resist bottom layer material, bottom layer forming method, and patterning process ",신에쓰 가가꾸 고교 가부시끼가이샤,"다이스께 고리, 다께시 긴쇼, 가쯔야 다께무라, 츠또무 오기하라, 다께루 와따나베, 히로유끼 우라노",2011-03-28,2012-03-27,2012-10-09,,https://patents.google.com/patent/KR20120110048A/en,https://patentimages.storage.googleapis.com/1a/aa/13/bf65d3c6a27010/pat00055.png
KR-101626994-B1,적층 구조체 ,스미또모 가가꾸 가부시끼가이샤,"마사노부 다나카, 겐타 다나카, 쇼고 야마우치, 히데유키 히가시무라",2008-03-07,2009-03-05,2016-06-03,2016-06-03,https://patents.google.com/patent/KR101626994B1/ko,
KR-20050116364-A,"도프트 반도체 나노결정층, 도프트 반도체 분말 및 이러한층 또는 분말을 이용한 광소자 ",그룹 Iv 세미콘덕터 아이엔씨.,스티븐 이. 힐,2003-01-22,2004-01-22,2005-12-12,,https://patents.google.com/patent/KR20050116364A/ko,
KR-20010020941-A,Manufacturing method of semiconductor integrated circuit device and semiconductor integrated circuit device ,"가나이 쓰토무, 가부시키가이샤 히타치세이사쿠쇼","야마모또나오끼, 다나베요시까즈",1999-06-04,2000-06-02,2001-03-15,,https://patents.google.com/patent/KR20010020941A/en,
KR-19980703095-A,Tricyclic benzazepine vasopressin antagonist ,"버그 이곤 이, 아메리칸 시아나미드 캄파니","제이 도날드 알브리이트, 아라나파캄 무둠바이 벤카테산, 산토스 에프렌 길레모 델로스",1995-01-17,1996-01-16,1998-10-15,,https://patents.google.com/patent/KR19980703095A/en,
KR-100251071-B1,광기전력 소자의 제조방법 ,"미다라이 후지오, 캐논 가부시끼가이샤","마사후미 사노, 게이시 사이또",1995-09-26,1996-09-25,2000-04-15,2000-04-15,https://patents.google.com/patent/KR100251071B1/ko,
KR-100601673-B1,다중 인터페이스들이 탑재된 이동 스테이션에서의 통신방법 및 장치 ,삼성전자주식회사,"김영근, 김평수, 윤원동",2004-05-10,2004-05-10,2006-07-14,2006-07-14,https://patents.google.com/patent/KR100601673B1/ko,https://patentimages.storage.googleapis.com/72/78/75/465eccea39dda0/112004019479738-pat00001.png
KR-20010112270-A,이방성 플래티늄 프로파일을 위한 에칭 방법 ,"조셉 제이. 스위니, 어플라이드 머티어리얼스, 인코포레이티드","젱 에이치. 황, 첸차우 잉, 강-리에 치앙, 스티브 에스. 와이. 맥",1999-02-17,2000-02-16,2001-12-20,,https://patents.google.com/patent/KR20010112270A/ko,
KR-100918727-B1,Monocyclic heterocycles as kinase inhibitors ,브리스톨-마이어스 스큅 컴퍼니,"경 에스. 김, 로버트 엠. 보르질레리, 그레첸 엠. 슈뢰더, 로버트 제이. 슈미츠, 린던 에이. 엠. 코넬리우스",2004-04-23,2006-11-22,2009-09-24,2009-09-24,https://patents.google.com/patent/KR100918727B1/en,
KR-20140048968-A,브루톤형 티로신 키나제의 억제제 ,"파마시클릭스, 인코포레이티드","웨이 첸, 데이비드 제이. 로우리, 타락 디. 모디, 롱쳉 왕",2011-07-13,2012-07-13,2014-04-24,,https://patents.google.com/patent/KR20140048968A/ko,
KR-100511838-B1,"하이브리드 박막, 그를 구비하는 반사방지막, 광학부재 및하이브리드 박막의 김서림 방지 성능 복원방법 ",호야 가부시키가이샤,"시라카와히로시, 미쓰이시타케시, 신데켄이치",2001-12-28,2002-12-18,2005-09-02,2005-09-02,https://patents.google.com/patent/KR100511838B1/ko,
KR-20080025371-A,저전압 전기발광 디바이스용의 유기 소자 ,이스트맨 코닥 캄파니,"만주 라제스와란, 윌리엄 제임스 베글리, 나타샤 앤드리브스키, 투가람 키산 하트워",2005-06-17,2006-06-02,2008-03-20,,https://patents.google.com/patent/KR20080025371A/ko,https://patentimages.storage.googleapis.com/a0/77/b8/f34a965a98ae61/112007089972949-PCT00096.png
KR-20050000398-A,"혈관신생의 조절자의 동정 방법, 그것에 의하여 발견된화합물 및 그 화합물을 이용한 치료방법 ",셀진 코포레이션,"로버트제이. 하리리, 페리부르즈 페이반디, 레이 우, 데이비드아이 스트링, 퀴안 예",2002-04-12,2003-04-14,2005-01-03,,https://patents.google.com/patent/KR20050000398A/ko,
KR-20100089902-A,"High yield and high throughput method for the manufacture of integrated circuit devices of improved integrity, performance and reliability ",양병춘,양병춘,2007-12-18,2008-12-18,2010-08-12,,https://patents.google.com/patent/KR20100089902A/en,https://patentimages.storage.googleapis.com/3d/bf/73/6a7bc2e06f7482/pct00001.png
KR-20100007864-A,브루톤 티로신 키나제의 억제제 ,"파마시클릭스, 인코포레이티드","데이비드 로리, 에릭 베르너, 조셉 제이. 부기, 웨이 첸, 리 호닉버그",2007-03-28,2008-03-27,2010-01-22,,https://patents.google.com/patent/KR20100007864A/ko,https://patentimages.storage.googleapis.com/69/6b/c6/17239858d8c08a/112009065667610-PCT00146.png
KR-100885738-B1,차량간 통신 시스템 ,혼다 기켄 고교 가부시키가이샤,"요시아키 사카가미, 다카미치 시마다",2005-03-31,2006-03-28,2009-02-26,2009-02-26,https://patents.google.com/patent/KR100885738B1/ko,https://patentimages.storage.googleapis.com/e1/90/47/453145d0d1ed33/112006021888816-pat00001.png
